Fecha,Ciudad,Sistema,Pasajeros/dia,Variacion Transmilenio,Pasajeros dia tipico laboral,Pasajeros dia sabado,Pasajeros dia festivo,DiaSemana
3/05/2020,Barranquilla,TRANSMETRO,0,-1,144276,110,52,7
3/05/2020,Cali/Valle,MIO,3519,-764169342,436,308387,149213,7
3/05/2020,Medellin,SITVA,0,-1,1901978,1498727,780939,7
3/05/2020,Bogota,TRANSMILENIO/SITP,27855,-765650884,3860061,2499019,1188607,7
4/05/2020,Bucaramanga,METROLINEA,2848,-731719954,106154,70267,33354,1
4/05/2020,Pereira,MEGABUS,3116,-757021081,128221,100186,52276,1
4/05/2020,Cartagena,TRANSCARIBE,638,-954435714,140,9543,45203,1
4/05/2020,Barranquilla,TRANSMETRO,0,-1,144276,110,52,1
4/05/2020,Cali/Valle,MIO,10859,-750951835,436,308387,149213,1
4/05/2020,Medellin,SITVA,41427,-782188858,1901978,1498727,780939,1
4/05/2020,Bogota,TRANSMILENIO/SITP,79898,-79301467,3860061,2499019,1188607,1
5/05/2020,Bucaramanga,METROLINEA,2774,-738672118,106154,70267,33354,2
5/05/2020,Pereira,MEGABUS,3083,-759547968,128221,100186,52276,2
5/05/2020,Cartagena,TRANSCARIBE,617,-955942857,140,9543,45203,2
5/05/2020,Barranquilla,TRANSMETRO,2303,-840347667,144276,110,52,2
5/05/2020,Cali/Valle,MIO,10606,-756738532,436,308387,149213,2
5/05/2020,Medellin,SITVA,42264,-777791857,1901978,1498727,780939,2
5/05/2020,Bogota,TRANSMILENIO/SITP,82343,-786679278,3860061,2499019,1188607,2
6/05/2020,Bucaramanga,METROLINEA,2974,-719803305,106154,70267,33354,3
6/05/2020,Pereira,MEGABUS,3009,-765342651,128221,100186,52276,3
6/05/2020,Cartagena,TRANSCARIBE,628,-955171429,140,9543,45203,3
6/05/2020,Barranquilla,TRANSMETRO,251,-82602096,144276,110,52,3
6/05/2020,Cali/Valle,MIO,1094,-749084862,436,308387,149213,3
6/05/2020,Medellin,SITVA,43527,-771147721,1901978,1498727,780939,3
6/05/2020,Bogota,TRANSMILENIO/SITP,83042,-784868685,3860061,2499019,1188607,3
7/05/2020,Bucaramanga,METROLINEA,2938,-723251126,106154,70267,33354,4
7/05/2020,Pereira,MEGABUS,3008,-765412842,128221,100186,52276,4
7/05/2020,Cartagena,TRANSCARIBE,651,-953514286,140,9543,45203,4
7/05/2020,Barranquilla,TRANSMETRO,2178,-849018548,144276,110,52,4
7/05/2020,Cali/Valle,MIO,10971,-748373853,436,308387,149213,4
7/05/2020,Medellin,SITVA,44012,-768598796,1901978,1498727,780939,4
7/05/2020,Bogota,TRANSMILENIO/SITP,82165,-787139892,3860061,2499019,1188607,4
8/05/2020,Bucaramanga,METROLINEA,2836,-732840967,106154,70267,33354,5
8/05/2020,Pereira,MEGABUS,3015,-76485911,128221,100186,52276,5
8/05/2020,Cartagena,TRANSCARIBE,609,-956521429,140,9543,45203,5
8/05/2020,Barranquilla,TRANSMETRO,2356,-836674152,144276,110,52,5
8/05/2020,Cali/Valle,MIO,11253,-74190367,436,308387,149213,5
8/05/2020,Medellin,SITVA,45253,-762075061,1901978,1498727,780939,5
8/05/2020,Bogota,TRANSMILENIO/SITP,87919,-772233392,3860061,2499019,1188607,5
9/05/2020,Bucaramanga,METROLINEA,1099,-843553873,106154,70267,33354,6
9/05/2020,Pereira,MEGABUS,2574,-743107819,128221,100186,52276,6
9/05/2020,Cartagena,TRANSCARIBE,39,-959153306,140,9543,45203,6
9/05/2020,Barranquilla,TRANSMETRO,1367,-875736364,144276,110,52,6
9/05/2020,Cali/Valle,MIO,8222,-733393431,436,308387,149213,6
9/05/2020,Medellin,SITVA,3515,-765470963,1901978,1498727,780939,6
9/05/2020,Bogota,TRANSMILENIO/SITP,62844,-748523721,3860061,2499019,1188607,6
10/05/2020,Bucaramanga,METROLINEA,561,-831894226,106154,70267,33354,7
10/05/2020,Pereira,MEGABUS,1098,-790037493,128221,100186,52276,7
10/05/2020,Cartagena,TRANSCARIBE,991,-978076676,140,9543,45203,7
10/05/2020,Barranquilla,TRANSMETRO,666,-871865385,144276,110,52,7
10/05/2020,Cali/Valle,MIO,4004,-731645366,436,308387,149213,7
10/05/2020,Medellin,SITVA,13202,-830952225,1901978,1498727,780939,7
10/05/2020,Bogota,TRANSMILENIO/SITP,32399,-727420417,3860061,2499019,1188607,7
11/05/2020,Bucaramanga,METROLINEA,3109,-707123613,106154,70267,33354,1
11/05/2020,Pereira,MEGABUS,2889,-77471709,128221,100186,52276,1
11/05/2020,Cartagena,TRANSCARIBE,852,-939171429,140,9543,45203,1
11/05/2020,Barranquilla,TRANSMETRO,2635,-817336217,144276,110,52,1
11/05/2020,Cali/Valle,MIO,11322,-740316514,436,308387,149213,1
11/05/2020,Medellin,SITVA,45554,-760490921,1901978,1498727,780939,1
11/05/2020,Bogota,TRANSMILENIO/SITP,89611,-767851337,3860061,2499019,1188607,1
12/05/2020,Bucaramanga,METROLINEA,3112,-706859845,106154,70267,33354,2
12/05/2020,Pereira,MEGABUS,3192,-751054819,128221,100186,52276,2
12/05/2020,Cartagena,TRANSCARIBE,959,-931485714,140,9543,45203,2
12/05/2020,Barranquilla,TRANSMETRO,2699,-81293493,144276,110,52,2
12/05/2020,Cali/Valle,MIO,11481,-736678899,436,308387,149213,2
12/05/2020,Medellin,SITVA,47003,-752872536,1901978,1498727,780939,2
12/05/2020,Bogota,TRANSMILENIO/SITP,92923,-759271162,3860061,2499019,1188607,2
13/05/2020,Bucaramanga,METROLINEA,2996,-717749684,106154,70267,33354,3
13/05/2020,Pereira,MEGABUS,3066,-760912799,128221,100186,52276,3
13/05/2020,Cartagena,TRANSCARIBE,1008,-928035714,140,9543,45203,3
13/05/2020,Barranquilla,TRANSMETRO,2782,-807182068,144276,110,52,3
13/05/2020,Cali/Valle,MIO,1146,-737151376,436,308387,149213,3
13/05/2020,Medellin,SITVA,48055,-747339875,1901978,1498727,780939,3
13/05/2020,Bogota,TRANSMILENIO/SITP,93193,-758570396,3860061,2499019,1188607,3
14/05/2020,Bucaramanga,METROLINEA,2723,-743476459,106154,70267,33354,4
14/05/2020,Pereira,MEGABUS,3026,-764001217,128221,100186,52276,4
14/05/2020,Cartagena,TRANSCARIBE,1014,-9276,140,9543,45203,4
14/05/2020,Barranquilla,TRANSMETRO,2761,-808658405,144276,110,52,4
14/05/2020,Cali/Valle,MIO,1136,-739444954,436,308387,149213,4
14/05/2020,Medellin,SITVA,48594,-744506508,1901978,1498727,780939,4
14/05/2020,Bogota,TRANSMILENIO/SITP,91693,-762457122,3860061,2499019,1188607,4
15/05/2020,Bucaramanga,METROLINEA,2811,73519604,106154,70267,33354,5
15/05/2020,Pereira,MEGABUS,3201,75033731,128221,100186,52276,5
15/05/2020,Cartagena,TRANSCARIBE,1063,-92407857,140,9543,45203,5
15/05/2020,Barranquilla,TRANSMETRO,3051,-7885375,144276,110,52,5
15/05/2020,Cali/Valle,MIO,11816,72898394,436,308387,149213,5
15/05/2020,Medellin,SITVA,49678,73880876,1901978,1498727,780939,5
15/05/2020,Bogota,TRANSMILENIO/SITP,95773,-75188812,3860061,2499019,1188607,5
16/05/2020,Bucaramanga,METROLINEA,1145,-83705011,106154,70267,33354,6
16/05/2020,Pereira,MEGABUS,2804,72012058,128221,100186,52276,6
16/05/2020,Cartagena,TRANSCARIBE,746,-92180656,140,9543,45203,6
16/05/2020,Barranquilla,TRANSMETRO,2352,-78614545,144276,110,52,6
16/05/2020,Medellin,SITVA,39678,73525399,1901978,1498727,780939,6
16/05/2020,Bogota,TRANSMILENIO/SITP,74391,-70231839,3860061,2499019,1188607,6
17/05/2020,Bucaramanga,METROLINEA,55,-835162199,106154,70267,33354,7
17/05/2020,Pereira,MEGABUS,1279,-755432703,128221,100186,52276,7
17/05/2020,Cartagena,TRANSCARIBE,113,-974935292,140,9543,45203,7
17/05/2020,Barranquilla,TRANSMETRO,1051,-797942308,144276,110,52,7
17/05/2020,Cali/Valle,MIO,4088,-726042637,436,308387,149213,7
17/05/2020,Medellin,SITVA,16053,-794442332,1901978,1498727,780939,7
17/05/2020,Bogota,TRANSMILENIO/SITP,35246,-703465485,3860061,2499019,1188607,7
18/05/2020,Bucaramanga,METROLINEA,3038,-71383085,106154,70267,33354,1
18/05/2020,Pereira,MEGABUS,3241,-747248891,128221,100186,52276,1
18/05/2020,Cartagena,TRANSCARIBE,1164,-916842857,140,9543,45203,1
18/05/2020,Barranquilla,TRANSMETRO,3174,-779991128,144276,110,52,1
18/05/2020,Cali/Valle,MIO,11835,-728559633,436,308387,149213,1
18/05/2020,Medellin,SITVA,50889,-732439597,1901978,1498727,780939,1
18/05/2020,Bogota,TRANSMILENIO/SITP,98466,-744911803,3860061,2499019,1188607,1
19/05/2020,Bucaramanga,METROLINEA,3168,-701527969,106154,70267,33354,2
19/05/2020,Pereira,MEGABUS,3282,-744035688,128221,100186,52276,2
19/05/2020,Cartagena,TRANSCARIBE,1147,-918078571,140,9543,45203,2
19/05/2020,Barranquilla,TRANSMETRO,2931,-796819984,144276,110,52,2
19/05/2020,Cali/Valle,MIO,11813,-729059633,436,308387,149213,2
19/05/2020,Medellin,SITVA,50855,-73262309,1901978,1498727,780939,2
19/05/2020,Bogota,TRANSMILENIO/SITP,97969,-746199348,3860061,2499019,1188607,2
20/05/2020,Bucaramanga,METROLINEA,2502,-76432353,106154,70267,33354,3
20/05/2020,Pereira,MEGABUS,3174,-752489842,128221,100186,52276,3
20/05/2020,Cartagena,TRANSCARIBE,1194,-914692857,140,9543,45203,3
20/05/2020,Barranquilla,TRANSMETRO,3128,-783193324,144276,110,52,3
20/05/2020,Cali/Valle,MIO,11936,-726229358,436,308387,149213,3
20/05/2020,Bogota y Soacha,ZONAL Y DUAL,4953,-652817635,1426622,1012667,505006,3
20/05/2020,Medellin,SITVA,52321,-72491217,1901978,1498727,780939,3
20/05/2020,Bogota y Soacha,TRONCAL,49084,-875557831,2517676,173501,733439,3
20/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,98614,-749984661,3944298,2747677,1238445,3
21/05/2020,Bucaramanga,METROLINEA,3068,-710995346,106154,70267,33354,4
21/05/2020,Pereira,MEGABUS,3321,-74103306,128221,100186,52276,4
21/05/2020,Cartagena,TRANSCARIBE,1196,-914578571,140,9543,45203,4
21/05/2020,Barranquilla,TRANSMETRO,3168,-780413929,144276,110,52,4
21/05/2020,Cali/Valle,MIO,1206,-723401376,436,308387,149213,4
21/05/2020,Bogota y Soacha,ZONAL Y DUAL,48404,-660707602,1426622,1012667,505006,4
21/05/2020,Medellin,SITVA,52949,-72161087,1901978,1498727,780939,4
21/05/2020,Bogota y Soacha,TRONCAL,48551,-876907374,2517676,173501,733439,4
21/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,96956,-754187944,3944298,2747677,1238445,4
22/05/2020,Bucaramanga,METROLINEA,3092,-70872506,106154,70267,33354,5
22/05/2020,Pereira,MEGABUS,3268,-745104156,128221,100186,52276,5
22/05/2020,Cartagena,TRANSCARIBE,1314,-90615,140,9543,45203,5
22/05/2020,Barranquilla,TRANSMETRO,3259,-774099642,144276,110,52,5
22/05/2020,Cali/Valle,MIO,1234,-716970183,436,308387,149213,5
22/05/2020,Bogota y Soacha,ZONAL Y DUAL,49567,-652556178,1426622,1012667,505006,5
22/05/2020,Medellin,SITVA,53843,-716909975,1901978,1498727,780939,5
22/05/2020,Bogota y Soacha,TRONCAL,5067,-871536076,2517676,173501,733439,5
22/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,1002371,-74586834,3944298,2747677,1238445,5
23/05/2020,Bucaramanga,METROLINEA,1335,-809996158,106154,70267,33354,6
23/05/2020,Pereira,MEGABUS,0,-1,128221,100186,52276,6
23/05/2020,Cartagena,TRANSCARIBE,793,-916860526,140,9543,45203,6
23/05/2020,Barranquilla,TRANSMETRO,2595,-764127273,144276,110,52,6
23/05/2020,Cali/Valle,MIO,9782,-682797913,436,308387,149213,6
23/05/2020,Bogota y Soacha,ZONAL Y DUAL,39614,-608814151,1426622,1012667,505006,6
23/05/2020,Medellin,SITVA,43055,-71272153,1901978,1498727,780939,6
23/05/2020,Bogota y Soacha,TRONCAL,39409,-772860099,2517676,173501,733439,6
23/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,79023,-712400329,3944298,2747677,1238445,6
24/05/2020,Bucaramanga,METROLINEA,639,-808538706,106154,70267,33354,7
24/05/2020,Pereira,MEGABUS,1313,-748928763,128221,100186,52276,7
24/05/2020,Cartagena,TRANSCARIBE,131,-970953255,140,9543,45203,7
24/05/2020,Barranquilla,TRANSMETRO,1104,-787653846,144276,110,52,7
24/05/2020,Cali/Valle,MIO,4348,-708577671,436,308387,149213,7
24/05/2020,Bogota y Soacha,ZONAL Y DUAL,18806,-627612345,1426622,1012667,505006,7
24/05/2020,Medellin,SITVA,16827,-784528625,1901978,1498727,780939,7
24/05/2020,Bogota y Soacha,TRONCAL,16976,-768539715,2517676,173501,733439,7
24/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,35782,-71107316,3944298,2747677,1238445,7
25/05/2020,Bucaramanga,METROLINEA,1027,-692180848,106154,70267,33354,1
25/05/2020,Pereira,MEGABUS,1682,-678341878,128221,100186,52276,1
25/05/2020,Cartagena,TRANSCARIBE,152,-966307546,140,9543,45203,1
25/05/2020,Barranquilla,TRANSMETRO,1283,-753269231,144276,110,52,1
25/05/2020,Cali/Valle,MIO,4416,-70406734,436,308387,149213,1
25/05/2020,Bogota y Soacha,ZONAL Y DUAL,21606,-572165479,1426622,1012667,505006,1
25/05/2020,Medellin,SITVA,17506,-775840367,1901978,1498727,780939,1
25/05/2020,Bogota y Soacha,TRONCAL,19333,-843892946,2517676,173501,733439,1
25/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,40939,-669433039,3944298,2747677,1238445,1
26/05/2020,Bucaramanga,METROLINEA,3036,-714009835,106154,70267,33354,2
26/05/2020,Pereira,MEGABUS,3783,-704946928,128221,100186,52276,2
26/05/2020,Cartagena,TRANSCARIBE,1335,-904678571,140,9543,45203,2
26/05/2020,Barranquilla,TRANSMETRO,3374,-766156533,144276,110,52,2
26/05/2020,Cali/Valle,MIO,13547,-689279817,436,308387,149213,2
26/05/2020,Bogota y Soacha,ZONAL Y DUAL,536,-624286601,1426622,1012667,505006,2
26/05/2020,Medellin,SITVA,546,-712928856,1901978,1498727,780939,2
26/05/2020,Bogota y Soacha,TRONCAL,56397,-857016382,2517676,173501,733439,2
26/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,1099971,-721123759,3944298,2747677,1238445,2
27/05/2020,Bucaramanga,METROLINEA,3053,-712408388,106154,70267,33354,3
27/05/2020,Pereira,MEGABUS,3519,-725567575,128221,100186,52276,3
27/05/2020,Cartagena,TRANSCARIBE,1289,-907964286,140,9543,45203,3
27/05/2020,Barranquilla,TRANSMETRO,322,-776823588,144276,110,52,3
27/05/2020,Cali/Valle,MIO,13401,-69262844,436,308387,149213,3
27/05/2020,Bogota y Soacha,ZONAL Y DUAL,53769,-863680178,1426622,1012667,505006,3
27/05/2020,Medellin,SITVA,54285,-714587656,1901978,1498727,780939,3
27/05/2020,Bogota y Soacha,TRONCAL,53769,-863680178,2517676,173501,733439,3
27/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,1057372,-731923906,3944298,2747677,1238445,3
28/05/2020,Bucaramanga,METROLINEA,3033,-714273603,106154,70267,33354,4
28/05/2020,Pereira,MEGABUS,3553,-722915903,128221,100186,52276,4
28/05/2020,Cartagena,TRANSCARIBE,1295,-907478571,140,9543,45203,4
28/05/2020,Barranquilla,TRANSMETRO,33,-771306385,144276,110,52,4
28/05/2020,Cali/Valle,MIO,13124,-698986239,436,308387,149213,4
28/05/2020,Bogota y Soacha,ZONAL Y DUAL,51784,-637015271,1426622,1012667,505006,4
28/05/2020,Medellin,SITVA,5532,-70914753,1901978,1498727,780939,4
28/05/2020,Bogota y Soacha,TRONCAL,52915,-865843301,2517676,173501,733439,4
28/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,1046996,-734554539,3944298,2747677,1238445,4
29/05/2020,Bucaramanga,METROLINEA,30,-717429395,106154,70267,33354,5
29/05/2020,Pereira,MEGABUS,3734,-708791852,128221,100186,52276,5
29/05/2020,Cartagena,TRANSCARIBE,1305,-9068,140,9543,45203,5
29/05/2020,Barranquilla,TRANSMETRO,3309,-7706202,144276,110,52,5
29/05/2020,Cali/Valle,MIO,13273,-695575688,436,308387,149213,5
29/05/2020,Bogota y Soacha,ZONAL Y DUAL,51425,-639530303,1426622,1012667,505006,5
29/05/2020,Medellin,SITVA,5635,-703731063,1901978,1498727,780939,5
29/05/2020,Bogota y Soacha,TRONCAL,52706,-86637394,2517676,173501,733439,5
29/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,1041315,-735994846,3944298,2747677,1238445,5
30/05/2020,Bucaramanga,METROLINEA,1322,-811931632,106154,70267,33354,6
30/05/2020,Pereira,MEGABUS,3356,-665072964,128221,100186,52276,6
30/05/2020,Cartagena,TRANSCARIBE,421,-955841978,140,9543,45203,6
30/05/2020,Barranquilla,TRANSMETRO,2832,-742509091,144276,110,52,6
30/05/2020,Cali/Valle,MIO,996,-677038915,436,308387,149213,6
30/05/2020,Bogota y Soacha,ZONAL Y DUAL,41777,-587460636,1426622,1012667,505006,6
30/05/2020,Medellin,SITVA,45536,-69617015,1901978,1498727,780939,6
30/05/2020,Bogota y Soacha,TRONCAL,44008,-746351318,2517676,173501,733439,6
30/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,85785,-687791542,3944298,2747677,1238445,6
31/05/2020,Bucaramanga,METROLINEA,736,-779216886,106154,70267,33354,7
31/05/2020,Pereira,MEGABUS,1662,-681995562,128221,100186,52276,7
31/05/2020,Cartagena,TRANSCARIBE,154,-965997832,140,9543,45203,7
31/05/2020,Barranquilla,TRANSMETRO,1179,-773211538,144276,110,52,7
31/05/2020,Cali/Valle,MIO,4671,-686977676,436,308387,149213,7
31/05/2020,Bogota y Soacha,ZONAL Y DUAL,21348,-577264429,1426622,1012667,505006,7
31/05/2020,Medellin,SITVA,17735,-772905438,1901978,1498727,780939,7
31/05/2020,Bogota y Soacha,TRONCAL,19437,-734989549,2517676,173501,733439,7
31/05/2020,Bogota y Soacha,TRANSMILENIO/SITP,40785,-670673304,3944298,2747677,1238445,7
1/06/2020,Bucaramanga,METROLINEA,347,40205073,106154,70267,33354,1
1/06/2020,Pereira,MEGABUS,4123,-211397199,128221,100186,52276,1
1/06/2020,Cartagena,TRANSCARIBE,1333,-70513019,140,9543,45203,1
1/06/2020,Barranquilla,TRANSMETRO,3634,-301076923,144276,110,52,1
1/06/2020,Cali/Valle,MIO,14249,-45063098,436,308387,149213,1
1/06/2020,Bogota y Soacha,ZONAL Y DUAL,51207,13993893,1426622,1012667,505006,1
1/06/2020,Medellin,SITVA,60608,-223904812,1901978,1498727,780939,1
1/06/2020,Bogota y Soacha,TRONCAL,57194,-538178926,2517676,173501,733439,1
1/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1084013,-124698311,3944298,2747677,1238445,1
2/06/2020,Bucaramanga,METROLINEA,3614,-659522957,106154,70267,33354,2
2/06/2020,Pereira,MEGABUS,4174,-674444904,128221,100186,52276,2
2/06/2020,Cartagena,TRANSCARIBE,1316,-906021429,140,9543,45203,2
2/06/2020,Barranquilla,TRANSMETRO,3514,-756432116,144276,110,52,2
2/06/2020,Cali/Valle,MIO,14607,-664979358,436,308387,149213,2
2/06/2020,Bogota y Soacha,ZONAL Y DUAL,51608,-638251758,1426622,1012667,505006,2
2/06/2020,Medellin,SITVA,62656,-670574002,1901978,1498727,780939,2
2/06/2020,Bogota y Soacha,TRONCAL,56181,-857564768,2517676,173501,733439,2
2/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1077885,-726723234,3944298,2747677,1238445,2
3/06/2020,Bucaramanga,METROLINEA,3184,-700096087,106154,70267,33354,3
3/06/2020,Pereira,MEGABUS,3926,-693786509,128221,100186,52276,3
3/06/2020,Cartagena,TRANSCARIBE,1336,-904571429,140,9543,45203,3
3/06/2020,Barranquilla,TRANSMETRO,3559,-753333888,144276,110,52,3
3/06/2020,Cali/Valle,MIO,14538,-666566514,436,308387,149213,3
3/06/2020,Bogota y Soacha,ZONAL Y DUAL,51369,-639925643,1426622,1012667,505006,3
3/06/2020,Medellin,SITVA,61518,-676557773,1901978,1498727,780939,3
3/06/2020,Bogota y Soacha,TRONCAL,55896,-858287837,2517676,173501,733439,3
3/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1072645,-728051734,3944298,2747677,1238445,3
4/06/2020,Bucaramanga,METROLINEA,3441,-675829455,106154,70267,33354,4
4/06/2020,Pereira,MEGABUS,4142,-676932796,128221,100186,52276,4
4/06/2020,Cartagena,TRANSCARIBE,134,-9043,140,9543,45203,4
4/06/2020,Barranquilla,TRANSMETRO,3538,-7547825,144276,110,52,4
4/06/2020,Cali/Valle,MIO,1448,-667885321,436,308387,149213,4
4/06/2020,Bogota y Soacha,ZONAL Y DUAL,5227,-647048933,1426622,1012667,505006,4
4/06/2020,Medellin,SITVA,62506,-671361078,1901978,1498727,780939,4
4/06/2020,Bogota y Soacha,TRONCAL,56368,-779509227,2517676,173501,733439,4
4/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1086383,-730922546,3944298,2747677,1238445,4
5/06/2020,Bucaramanga,METROLINEA,3563,-66440266,106154,70267,33354,5
5/06/2020,Pereira,MEGABUS,4163,-67536519,128221,100186,52276,5
5/06/2020,Cartagena,TRANSCARIBE,1381,-901378571,140,9543,45203,5
5/06/2020,Barranquilla,TRANSMETRO,3666,-745917547,144276,110,52,5
5/06/2020,Cali/Valle,MIO,14962,-65683945,436,308387,149213,5
5/06/2020,Bogota y Soacha,ZONAL Y DUAL,54495,-632023331,1426622,1012667,505006,5
5/06/2020,Medellin,SITVA,63635,-665427255,1901978,1498727,780939,5
5/06/2020,Bogota y Soacha,TRONCAL,58998,-769223668,2517676,173501,733439,5
5/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1134930,-718898331,3944298,2747677,1238445,5
6/06/2020,Bucaramanga,METROLINEA,2312,-67104046,106154,70267,33354,6
6/06/2020,Pereira,MEGABUS,3761,-624588266,128221,100186,52276,6
6/06/2020,Cartagena,TRANSCARIBE,937,-901791889,140,9543,45203,6
6/06/2020,Barranquilla,TRANSMETRO,2846,-741254545,144276,110,52,6
6/06/2020,Cali/Valle,MIO,111,-640065891,436,308387,149213,6
6/06/2020,Bogota y Soacha,ZONAL Y DUAL,41933,-585911262,1426622,1012667,505006,6
6/06/2020,Medellin,SITVA,51942,-653428543,1901978,1498727,780939,6
6/06/2020,Bogota y Soacha,TRONCAL,461,-73429548,2517676,173501,733439,6
6/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,88033,-679607902,3944298,2747677,1238445,6
7/06/2020,Bucaramanga,METROLINEA,573,-828266475,106154,70267,33354,7
7/06/2020,Pereira,MEGABUS,1764,-66248374,128221,100186,52276,7
7/06/2020,Cartagena,TRANSCARIBE,21,-953542906,140,9543,45203,7
7/06/2020,Barranquilla,TRANSMETRO,1238,-761884615,144276,110,52,7
7/06/2020,Cali/Valle,MIO,4988,-665746282,436,308387,149213,7
7/06/2020,Bogota y Soacha,ZONAL Y DUAL,20596,-592173162,1426622,1012667,505006,7
7/06/2020,Medellin,SITVA,20659,-735456931,1901978,1498727,780939,7
7/06/2020,Bogota y Soacha,TRONCAL,19802,-73001572,2517676,173501,733439,7
7/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,40397,-673807073,3944298,2747677,1238445,7
8/06/2020,Bucaramanga,METROLINEA,3403,-679428001,106154,70267,33354,1
8/06/2020,Pereira,MEGABUS,4369,-659283581,128221,100186,52276,1
8/06/2020,Cartagena,TRANSCARIBE,1476,-894557143,140,9543,45203,1
8/06/2020,Barranquilla,TRANSMETRO,3414,-763391001,144276,110,52,1
8/06/2020,Cali/Valle,MIO,1442,-669259174,436,308387,149213,1
8/06/2020,Bogota y Soacha,ZONAL Y DUAL,54955,-628921245,1426622,1012667,505006,1
8/06/2020,Medellin,SITVA,62471,-6715472,1901978,1498727,780939,1
8/06/2020,Bogota y Soacha,TRONCAL,60359,-763900368,2517676,173501,733439,1
8/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1153133,-714389776,3944298,2747677,1238445,1
9/06/2020,Bucaramanga,METROLINEA,3294,-689714942,106154,70267,33354,2
9/06/2020,Pereira,MEGABUS,4102,-680068008,128221,100186,52276,2
9/06/2020,Cartagena,TRANSCARIBE,1484,-894028571,140,9543,45203,2
9/06/2020,Barranquilla,TRANSMETRO,3591,-75107433,144276,110,52,2
9/06/2020,Cali/Valle,MIO,15224,-650830275,436,308387,149213,2
9/06/2020,Bogota y Soacha,ZONAL Y DUAL,54472,-632181339,1426622,1012667,505006,2
9/06/2020,Medellin,SITVA,6355,-665875736,1901978,1498727,780939,2
9/06/2020,Bogota y Soacha,TRONCAL,60063,-765057812,2517676,173501,733439,2
9/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1145346,-716318475,3944298,2747677,1238445,2
10/06/2020,Bucaramanga,METROLINEA,3199,-698664205,106154,70267,33354,3
10/06/2020,Pereira,MEGABUS,434,-6615531,128221,100186,52276,3
10/06/2020,Cartagena,TRANSCARIBE,1425,-898207143,140,9543,45203,3
10/06/2020,Barranquilla,TRANSMETRO,3596,-750748565,144276,110,52,3
10/06/2020,Cali/Valle,MIO,1508,-654133028,436,308387,149213,3
10/06/2020,Bogota y Soacha,ZONAL Y DUAL,54436,-632425103,1426622,1012667,505006,3
10/06/2020,Medellin,SITVA,63782,-66465385,1901978,1498727,780939,3
10/06/2020,Bogota y Soacha,TRONCAL,59834,-765952395,2517676,173501,733439,3
10/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1142698,-716974337,3944298,2747677,1238445,3
11/06/2020,Bucaramanga,METROLINEA,3375,-682075098,106154,70267,33354,4
11/06/2020,Pereira,MEGABUS,4185,-673626005,128221,100186,52276,4
11/06/2020,Cartagena,TRANSCARIBE,1519,-891471429,140,9543,45203,4
11/06/2020,Barranquilla,TRANSMETRO,359,-751192159,144276,110,52,4
11/06/2020,Cali/Valle,MIO,14878,-658768349,436,308387,149213,4
11/06/2020,Bogota y Soacha,ZONAL Y DUAL,545,-631992945,1426622,1012667,505006,4
11/06/2020,Medellin,SITVA,64699,-659832027,1901978,1498727,780939,4
11/06/2020,Bogota y Soacha,TRONCAL,60136,-764772656,2517676,173501,733439,4
11/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1146354,-716068812,3944298,2747677,1238445,4
12/06/2020,Bucaramanga,METROLINEA,3432,-676696121,106154,70267,33354,5
12/06/2020,Pereira,MEGABUS,4426,-65484593,128221,100186,52276,5
12/06/2020,Cartagena,TRANSCARIBE,1572,-8877,140,9543,45203,5
12/06/2020,Barranquilla,TRANSMETRO,359,-751192159,144276,110,52,5
12/06/2020,Cali/Valle,MIO,15302,-649027523,436,308387,149213,5
12/06/2020,Bogota y Soacha,ZONAL Y DUAL,56671,-617334002,1426622,1012667,505006,5
12/06/2020,Medellin,SITVA,66145,-652233096,1901978,1498727,780939,5
12/06/2020,Bogota y Soacha,TRONCAL,63537,-751470078,2517676,173501,733439,5
12/06/2020,Bogota y Soacha,TRANSMILENIO/SITP,1202071,-702268717,3944298,2747677,1238445,5
13/06/2020,Bucaramanga,METROLINEA,2322,-669617317,106154,70267,33354,6
13/06/2020,Pereira,MEGABUS,3792,-621464077,128221,100186,52276,6
13/06/2020,Cartagena,TRANSCARIBE,1066,-719595515,140,9543,45203,6
