Fecha;Ciudad;Sistema;Pasajeros/dia;Variacion Transmilenio;Pasajeros dia tipico laboral;Pasajeros dia sabado;Pasajeros dia festivo;DiaSemana
17/03/2020;Cali/Valle;MIO;265,906;-0,390123853;436;308,387;149,213;2
19/07/2020;Cali/Valle;MIO;46,68;-0,687158626;436;308,387;149,213;7
23/06/2020;Cali/Valle;MIO;162,514;-0,627261468;436;308,387;149,213;2
7/06/2020;Cali/Valle;MIO;49,875;-0,665746282;436;308,387;149,213;7
9/05/2020;Cali/Valle;MIO;82,218;-0,733393431;436;308,387;149,213;6
15/08/2020;Cali/Valle;MIO;122,03;-0,604295901;436;308,387;149,213;6
6/08/2020;Cali/Valle;MIO;170,659;-0,608580275;436;308,387;149,213;4
18/04/2020;Cali/Valle;MIO;58,325;-0,810870757;436;308,387;149,213;6
21/08/2020;Cali/Valle;MIO;165,262;-0,620958716;436;308,387;149,213;5
1/04/2020;Cali/Valle;MIO;75,599;-0,826607798;436;308,387;149,213;3
5/07/2020;Cali/Valle;MIO;57,246;-0,616347101;436;308,387;149,213;7
17/07/2020;Cali/Valle;MIO;161,379;-0,629864679;436;308,387;149,213;5
17/08/2020;Cali/Valle;MIO;52,533;-0,647932821;436;308,387;149,213;1
19/06/2020;Cali/Valle;MIO;166,958;-0,617068807;436;308,387;149,213;5
10/06/2020;Cali/Valle;MIO;150,798;-0,654133028;436;308,387;149,213;3
15/04/2020;Cali/Valle;MIO;85,63;-0,803600917;436;308,387;149,213;3
18/08/2020;Cali/Valle;MIO;167,563;-0,615681193;436;308,387;149,213;2
26/04/2020;Cali/Valle;MIO;37,01;-0,751965311;436;308,387;149,213;7
29/06/2020;Cali/Valle;MIO;60,7;-0,593198984;436;308,387;149,213;1
24/08/2020;Cali/Valle;MIO;159,082;-0,635133028;436;308,387;149,213;1
8/06/2020;Cali/Valle;MIO;144,203;-0,669259174;436;308,387;149,213;1
4/08/2020;Cali/Valle;MIO;174,683;-0,599350917;436;308,387;149,213;3
23/03/2020;Cali/Valle;MIO;26,999;-0,938075688;436;308,387;149,213;1
24/05/2020;Cali/Valle;MIO;43,484;-0,708577671;436;308,387;149,213;7
2/09/2020;Cali/Valle;MIO;173,4;-0,602293578;436;308,387;149,213;3
21/04/2020;Cali/Valle;MIO;83,582;-0,808298165;436;308,387;149,213;2
8/07/2020;Cali/Valle;MIO;170,595;-0,608727064;436;308,387;149,213;3
10/09/2020;Cali/Valle;MIO;;;436;308,387;149,213;4
23/04/2020;Cali/Valle;MIO;88,272;-0,797541284;436;308,387;149,213;4
14/04/2020;Cali/Valle;MIO;83,47;-0,808555046;436;308,387;149,213;2
8/04/2020;Cali/Valle;MIO;81,396;-0,813311927;436;308,387;149,213;3
15/05/2020;Cali/Valle;MIO;118,163;0,72898394;436;308,387;149,213;5
9/09/2020;Cali/Valle;MIO;;;436;308,387;149,213;3
8/08/2020;Cali/Valle;MIO;99,223;-0,678251677;436;308,387;149,213;6
27/05/2020;Cali/Valle;MIO;134,014;-0,69262844;436;308,387;149,213;3
8/09/2020;Cali/Valle;MIO;;;436;308,387;149,213;2
2/07/2020;Cali/Valle;MIO;171,124;-0,607513761;436;308,387;149,213;4
4/04/2020;Cali/Valle;MIO;53,112;-0,827774841;436;308,387;149,213;6
9/08/2020;Cali/Valle;MIO;48,892;-0,67233418;436;308,387;149,213;7
6/06/2020;Cali/Valle;MIO;110,999;-0,640065891;436;308,387;149,213;6
12/05/2020;Cali/Valle;MIO;114,808;-0,736678899;436;308,387;149,213;2
16/03/2020;Bogota;TRANSMILENIO/SITP;3,020,938;-0,217385943;3,860,061;2,499,019;1,188,607;1
16/03/2020;Cartagena;TRANSCARIBE;78,894;-0,436471429;140;95,43;45,203;1
16/03/2020;Barranquilla;TRANSMETRO;105,834;-0,266447642;144,276;110;52;1
16/03/2020;Bucaramanga;METROLINEA;72,35;-0,318443017;106,154;70,267;33,354;1
16/03/2020;Medellin;SITVA;1,435,928;-0,24503438;1,901,978;1,498,727;780,939;1
16/03/2020;Pereira;MEGABUS;93,206;-0,273083192;128,221;100,186;52,276;1
17/03/2020;Bogota;TRANSMILENIO/SITP;2,637,563;-0,316704322;3,860,061;2,499,019;1,188,607;2
17/03/2020;Cartagena;TRANSCARIBE;60,993;-0,564335714;140;95,43;45,203;2
17/03/2020;Barranquilla;TRANSMETRO;90,534;-0,372494386;144,276;110;52;2
17/03/2020;Bucaramanga;METROLINEA;62,696;-0,409386363;106,154;70,267;33,354;2
17/03/2020;Medellin;SITVA;1,255,005;-0,340157983;1,901,978;1,498,727;780,939;2
17/03/2020;Pereira;MEGABUS;81,311;-0,365852707;128,221;100,186;52,276;2
18/03/2020;Bogota;TRANSMILENIO/SITP;2,382,931;-0,382670118;3,860,061;2,499,019;1,188,607;3
18/03/2020;Cartagena;TRANSCARIBE;47,3;-0,662142857;140;95,43;45,203;3
18/03/2020;Barranquilla;TRANSMETRO;78,355;-0,45690898;144,276;110;52;3
18/03/2020;Bucaramanga;METROLINEA;52,453;-0,505878252;106,154;70,267;33,354;3
18/03/2020;Medellin;SITVA;1,125,075;-0,408471076;1,901,978;1,498,727;780,939;3
18/03/2020;Pereira;MEGABUS;65,503;-0,489139844;128,221;100,186;52,276;3
19/03/2020;Bogota;TRANSMILENIO/SITP;2,223,115;-0,424072573;3,860,061;2,499,019;1,188,607;4
19/03/2020;Cartagena;TRANSCARIBE;40,649;-0,70965;140;95,43;45,203;4
19/03/2020;Barranquilla;TRANSMETRO;71,464;-0,504671602;144,276;110;52;4
19/03/2020;Bucaramanga;METROLINEA;46,589;-0,561118752;106,154;70,267;33,354;4
19/03/2020;Medellin;SITVA;1,062,819;-0,441203316;1,901,978;1,498,727;780,939;4
19/03/2020;Pereira;MEGABUS;58,3;-0,54531629;128,221;100,186;52,276;4
20/03/2020;Bogota;TRANSMILENIO/SITP;511,354;-0,867526964;3,860,061;2,499,019;1,188,607;5
20/03/2020;Cartagena;TRANSCARIBE;35,431;-0,746921429;140;95,43;45,203;5
20/03/2020;Barranquilla;TRANSMETRO;65,347;-0,547069506;144,276;110;52;5
20/03/2020;Bucaramanga;METROLINEA;39,213;-0,630602709;106,154;70,267;33,354;5
20/03/2020;Medellin;SITVA;981,291;-0,484068165;1,901,978;1,498,727;780,939;5
20/03/2020;Pereira;MEGABUS;53,345;-0,583960506;128,221;100,186;52,276;5
21/03/2020;Bogota;TRANSMILENIO/SITP;378,217;-0,848653812;3,860,061;2,499,019;1,188,607;6
21/03/2020;Cartagena;TRANSCARIBE;2,893;-0,969684586;140;95,43;45,203;6
21/03/2020;Barranquilla;TRANSMETRO;38,442;-0,650527273;144,276;110;52;6
21/03/2020;Bucaramanga;METROLINEA;9,253;-0,868316564;106,154;70,267;33,354;6
21/03/2020;Medellin;SITVA;212,679;-0,858093569;1,901,978;1,498,727;780,939;6
21/03/2020;Pereira;MEGABUS;11,538;-0,884834208;128,221;100,186;52,276;6
22/03/2020;Bogota;TRANSMILENIO/SITP;255,43;-0,785101383;3,860,061;2,499,019;1,188,607;7
22/03/2020;Cartagena;TRANSCARIBE;1,676;-0,962922815;140;95,43;45,203;7
22/03/2020;Barranquilla;TRANSMETRO;16,88;-0,675384615;144,276;110;52;7
22/03/2020;Bucaramanga;METROLINEA;6,257;-0,812406308;106,154;70,267;33,354;7
22/03/2020;Medellin;SITVA;124,473;-0,84061111;1,901,978;1,498,727;780,939;7
22/03/2020;Pereira;MEGABUS;6,518;-0,875315632;128,221;100,186;52,276;7
23/03/2020;Bogota;TRANSMILENIO/SITP;302,413;-0,921655901;3,860,061;2,499,019;1,188,607;1
23/03/2020;Cartagena;TRANSCARIBE;1,855;-0,98675;140;95,43;45,203;1
23/03/2020;Barranquilla;TRANSMETRO;18,337;-0,872903324;144,276;110;52;1
23/03/2020;Bucaramanga;METROLINEA;6,265;-0,94098197;106,154;70,267;33,354;1
23/03/2020;Medellin;SITVA;144,269;-0,924147913;1,901,978;1,498,727;780,939;1
23/03/2020;Pereira;MEGABUS;7,714;-0,939838248;128,221;100,186;52,276;1
24/03/2020;Bogota;TRANSMILENIO/SITP;1,082,000;-0,719693549;3,860,061;2,499,019;1,188,607;2
24/03/2020;Cartagena;TRANSCARIBE;6,362;-0,954557143;140;95,43;45,203;2
24/03/2020;Barranquilla;TRANSMETRO;48,292;-0,665280435;144,276;110;52;2
24/03/2020;Bucaramanga;METROLINEA;24,98;-0,7646815;106,154;70,267;33,354;2
24/03/2020;Medellin;SITVA;457,281;-0,759576083;1,901,978;1,498,727;780,939;2
24/03/2020;Pereira;MEGABUS;31,102;-0,75743443;128,221;100,186;52,276;2
25/03/2020;Bogota;TRANSMILENIO/SITP;624,302;-0,838266286;3,860,061;2,499,019;1,188,607;3
25/03/2020;Cartagena;TRANSCARIBE;6,236;-0,955457143;140;95,43;45,203;3
25/03/2020;Barranquilla;TRANSMETRO;21,972;-0,847708559;144,276;110;52;3
25/03/2020;Bucaramanga;METROLINEA;17,627;-0,833948791;106,154;70,267;33,354;3
25/03/2020;Medellin;SITVA;268,27;-0,858952101;1,901,978;1,498,727;780,939;3
25/03/2020;Pereira;MEGABUS;16,78;-0,869132201;128,221;100,186;52,276;3
26/03/2020;Bogota;TRANSMILENIO/SITP;616,422;-0,840307705;3,860,061;2,499,019;1,188,607;4
26/03/2020;Cartagena;TRANSCARIBE;5,242;-0,962557143;140;95,43;45,203;4
26/03/2020;Barranquilla;TRANSMETRO;22,466;-0,844284566;144,276;110;52;4
26/03/2020;Bucaramanga;METROLINEA;16,818;-0,841569795;106,154;70,267;33,354;4
26/03/2020;Medellin;SITVA;264,02;-0,861186617;1,901,978;1,498,727;780,939;4
26/03/2020;Pereira;MEGABUS;18,14;-0,858525515;128,221;100,186;52,276;4
27/03/2020;Bogota;TRANSMILENIO/SITP;595,602;-0,845701402;3,860,061;2,499,019;1,188,607;5
27/03/2020;Cartagena;TRANSCARIBE;5,374;-0,961614286;140;95,43;45,203;5
27/03/2020;Barranquilla;TRANSMETRO;24,081;-0,833090743;144,276;110;52;5
27/03/2020;Bucaramanga;METROLINEA;17,418;-0,835917629;106,154;70,267;33,354;5
27/03/2020;Medellin;SITVA;270,97;-0,857532527;1,901,978;1,498,727;780,939;5
27/03/2020;Pereira;MEGABUS;18,946;-0,852239493;128,221;100,186;52,276;5
28/03/2020;Bogota;TRANSMILENIO/SITP;463,284;-0,814613654;3,860,061;2,499,019;1,188,607;6
28/03/2020;Cartagena;TRANSCARIBE;3,754;-0,960662266;140;95,43;45,203;6
28/03/2020;Barranquilla;TRANSMETRO;19,214;-0,825327273;144,276;110;52;6
28/03/2020;Bucaramanga;METROLINEA;13,357;-0,809910769;106,154;70,267;33,354;6
28/03/2020;Medellin;SITVA;211,539;-0,858854214;1,901,978;1,498,727;780,939;6
28/03/2020;Pereira;MEGABUS;15,147;-0,848811211;128,221;100,186;52,276;6
29/03/2020;Bogota;TRANSMILENIO/SITP;242,311;-0,796138673;3,860,061;2,499,019;1,188,607;7
29/03/2020;Cartagena;TRANSCARIBE;1,529;-0,966174811;140;95,43;45,203;7
29/03/2020;Barranquilla;TRANSMETRO;9,848;-0,810615385;144,276;110;52;7
29/03/2020;Bucaramanga;METROLINEA;6,822;-0,795466811;106,154;70,267;33,354;7
29/03/2020;Medellin;SITVA;103,285;-0,867742551;1,901,978;1,498,727;780,939;7
29/03/2020;Pereira;MEGABUS;7,511;-0,8563203;128,221;100,186;52,276;7
30/03/2020;Bogota;TRANSMILENIO/SITP;641,943;-0,833696151;3,860,061;2,499,019;1,188,607;1
30/03/2020;Cartagena;TRANSCARIBE;4,881;-0,965135714;140;95,43;45,203;1
30/03/2020;Barranquilla;TRANSMETRO;26,393;-0,817065901;144,276;110;52;1
30/03/2020;Bucaramanga;METROLINEA;20,765;-0,804387965;106,154;70,267;33,354;1
30/03/2020;Medellin;SITVA;277,118;-0,854300102;1,901,978;1,498,727;780,939;1
30/03/2020;Pereira;MEGABUS;20,836;-0,837499318;128,221;100,186;52,276;1
31/03/2020;Bogota;TRANSMILENIO/SITP;625,313;-0,838004374;3,860,061;2,499,019;1,188,607;2
31/03/2020;Cartagena;TRANSCARIBE;4,237;-0,969735714;140;95,43;45,203;2
31/03/2020;Barranquilla;TRANSMETRO;26,254;-0,818029333;144,276;110;52;2
31/03/2020;Bucaramanga;METROLINEA;20,163;-0,810058971;106,154;70,267;33,354;2
31/03/2020;Medellin;SITVA;268,372;-0,858898473;1,901,978;1,498,727;780,939;2
31/03/2020;Pereira;MEGABUS;20,965;-0,836493242;128,221;100,186;52,276;2
1/04/2020;Bogota;TRANSMILENIO/SITP;668,539;-0,826806105;3,860,061;2,499,019;1,188,607;3
1/04/2020;Cartagena;TRANSCARIBE;4,634;-0,9669;140;95,43;45,203;3
1/04/2020;Barranquilla;TRANSMETRO;27,574;-0,808880202;144,276;110;52;3
1/04/2020;Bucaramanga;METROLINEA;21,362;-0,79876406;106,154;70,267;33,354;3
1/04/2020;Medellin;SITVA;277,767;-0,853958879;1,901,978;1,498,727;780,939;3
1/04/2020;Pereira;MEGABUS;21,335;-0,833607599;128,221;100,186;52,276;3
2/04/2020;Bogota;TRANSMILENIO/SITP;657,3;-0,829717717;3,860,061;2,499,019;1,188,607;4
2/04/2020;Cartagena;TRANSCARIBE;4,259;-0,969578571;140;95,43;45,203;4
2/04/2020;Barranquilla;TRANSMETRO;24,679;-0,828945909;144,276;110;52;4
2/04/2020;Bucaramanga;METROLINEA;21,654;-0,796013339;106,154;70,267;33,354;4
2/04/2020;Medellin;SITVA;254,199;-0,866350189;1,901,978;1,498,727;780,939;4
2/04/2020;Pereira;MEGABUS;21,9;-0,829201145;128,221;100,186;52,276;4
3/04/2020;Bogota;TRANSMILENIO/SITP;654,132;-0,830538429;3,860,061;2,499,019;1,188,607;5
3/04/2020;Cartagena;TRANSCARIBE;4,561;-0,967421429;140;95,43;45,203;5
3/04/2020;Barranquilla;TRANSMETRO;26,613;-0,815541046;144,276;110;52;5
3/04/2020;Bucaramanga;METROLINEA;18,912;-0,821843736;106,154;70,267;33,354;5
3/04/2020;Medellin;SITVA;263,604;-0,861405337;1,901,978;1,498,727;780,939;5
3/04/2020;Pereira;MEGABUS;21,299;-0,833888365;128,221;100,186;52,276;5
4/04/2020;Bogota;TRANSMILENIO/SITP;493,786;-0,802408065;3,860,061;2,499,019;1,188,607;6
4/04/2020;Cartagena;TRANSCARIBE;2,996;-0,96860526;140;95,43;45,203;6
4/04/2020;Barranquilla;TRANSMETRO;20,185;-0,8165;144,276;110;52;6
4/04/2020;Bucaramanga;METROLINEA;10,367;-0,852462749;106,154;70,267;33,354;6
4/04/2020;Medellin;SITVA;211,518;-0,858868226;1,901,978;1,498,727;780,939;6
4/04/2020;Pereira;MEGABUS;15;-0,850278482;128,221;100,186;52,276;6
5/04/2020;Bogota;TRANSMILENIO/SITP;256,735;-0,78400346;3,860,061;2,499,019;1,188,607;7
5/04/2020;Cartagena;TRANSCARIBE;1,031;-0,977191779;140;95,43;45,203;7
5/04/2020;Barranquilla;TRANSMETRO;10,299;-0,801942308;144,276;110;52;7
5/04/2020;Bucaramanga;METROLINEA;5,828;-0,825268334;106,154;70,267;33,354;7
5/04/2020;Medellin;SITVA;104,297;-0,866446675;1,901,978;1,498,727;780,939;7
5/04/2020;Pereira;MEGABUS;6,444;-0,876731196;128,221;100,186;52,276;7
6/04/2020;Bogota;TRANSMILENIO/SITP;680,94;-0,823593461;3,860,061;2,499,019;1,188,607;1
6/04/2020;Cartagena;TRANSCARIBE;4,159;-0,970292857;140;95,43;45,203;1
6/04/2020;Barranquilla;TRANSMETRO;25,646;-0,822243478;144,276;110;52;1
